ID,Tipo,Location,Baños,dia,mes,año,Fecha, M² de construcción , Precio/M² de construcción , Precio ,Cuartos,Titulo
19518951,Casas,Buena Vista,3,9,5,2021,5/9/2021," 3,437.00 ", 116.38 ," 400,000.00 ",4,Casas en Buena Vista | Amplia Casa en Venta en Buena Vista
19526667,Casas,Santiago,1,2,6,2021,6/2/2021," 3,395.00 ", 27.98 ," 95,000.00 ",3,Casas en Santiago | Se Vende Casa en La Peana con una pequeña finca
18607889,Casas,Rio Hato,7,22,1,2021,1/22/2021," 3,375.30 ", 229.60 ," 775,000.00 ",6,Casas en Río Hato | Venta / Casa en Bijao
17868636,Apartamentos,Punta Pacifica,3.5,6,11,2020,11/6/2020," 3,250.70 ", 199.95 ," 650,000.00 ",3,Apartamentos en Punta Pacífica | Apartamentos de lujo en Punta Pacifica como este no se quedan por mucho tiempo
19350295,Apartamentos,San Carlos,3.5,19,4,2021,4/19/2021," 3,130.00 ", 215.86 ," 675,650.00 ",3,Apartamentos en San Carlos | Apartamento en venta Vistamar Las Olas
14630767,Casas,Ciudad de Panama,5,14,7,2020,7/14/2020," 3,063.00 ", 61.70 ," 189,000.00 ",5,Casas en Ciudad de Panamá | VENDO CASA- ALTOS DE CERRO AZUL
19459857,Casas,Playa Gorgona,4,3,5,2021,5/3/2021," 3,000.00 ", 61.66 ," 185,000.00 ",5,Casas en Playa Gorgona | GANGA 2 CASAS Y TERRENO EN GORGONA
18871793,Casas,Boqueron,4,21,2,2021,2/21/2021," 3,000.00 ", 91.66 ," 275,000.00 ",4,Casas en Boquerón | Vendo Casa - David
14784251,Casas,Clayton,3.5,4,7,2019,7/4/2019," 3,000.00 ", 316.66 ," 950,000.00 ",3,Casas en Clayton | Venta Casa Hermosa en Senderos de Clayton como Inversion
18813063,Casas,Alto Boquete,5,15,2,2021,2/15/2021," 2,986.00 ", 70.32 ," 210,000.00 ",4,Casas en Alto Boquete | CASA EN ALTO BOQUETE
17328675,Casas,Las Acacias,2.5,6,10,2020,10/6/2020," 2,850.00 ", 147.36 ," 420,000.00 ",3,Casas en Las Acacias | Se vende casa amoblada Reserva de Versalles
19712508,Casas,Coronado,3,2,6,2021,6/2/2021," 2,778.21 ", 233.96 ," 650,000.00 ",3,"Casas en Coronado | VENDO CASA EN CLUB ECUESTRE CORONADO $650,000.00 NEGOCIABLE"
19664531,Casas,Sajalices,3,27,5,2021,5/27/2021," 2,731.00 ", 69.57 ," 190,000.00 ",5,Casas en Sajalices | CASA CAMPESTRE FAMILIAR. A EXCELENTE COSTO
19007727,Casas,Altos del Maria,3.5,8,3,2021,3/8/2021," 2,509.92 ", 159.36 ," 400,000.00 ",3,"Casas en Altos del María | ALTOS DEL MARÍA, GANGA!!! Vendo casa amoblada. ID 10088 JDB"
19389408,Casas,Altos del Maria,4,23,4,2021,4/23/2021," 2,509.00 ", 159.02 ," 399,000.00 ",3,"Casas en Altos del María | Se vende increible casa en Altos de Maria, Chame"
17769966,Casas,Ciudad de Colon,8,2,6,2021,6/2/2021," 2,500.00 ", 260.00 ," 650,000.00 ",8,Casas en Ciudad de Colón | CASA DE PLAYA JUAN GALLEGO ISLA GRANDE PORTOBELO
19317679,Casas,Las Cumbres,2,15,4,2021,4/15/2021," 2,487.00 ", 140.73 ," 350,000.00 ",3,Casas en Las Cumbres | A9865GRR Casa Venta Las Cumbres
19135797,Casas,Playas,4,23,3,2021,3/23/2021," 2,475.00 ", 787.87 ," 1,950,000.00 ",4,"Casas en Playas | VENTA DE CASA EN CORONADO, 25MTS FRENTE AL MAR."
19072865,Casas,Panama Oeste,2,16,3,2021,3/16/2021," 2,400.00 ", 35.41 ," 85,000.00 ",3,"Casas en Panamá Oeste | SE VENDE CASA EN LA PESA DE LA CHORRERA 85,000 (NEGOCIABLE)"
16982532,Casas,Los Olivos,4,15,4,2021,4/15/2021," 2,380.00 ", 104.62 ," 249,000.00 ",4,"Casas en Los Olivos | Casa en Los Olivos, de Los Santos"
19695072,Casas,La Villa de Los Santos,4,1,6,2021,6/1/2021," 2,380.00 ", 104.62 ," 249,000.00 ",4,"Casas en La Villa de Los Santos | VENDO CASA LOS OLIVOS, LOS SANTOS 2380 MTS2"
15363918,Casas,Caldera,2,8,10,2019,10/8/2019," 2,294.00 ", 93.72 ," 215,000.00 ",3,Casas en Caldera | Vendo Casa- Residencial Brisas Boqueteñas
18367970,Apartamentos,Clayton,3,23,12,2020,12/23/2020," 2,260.00 ", 126.10 ," 285,000.00 ",5,Apartamentos en Clayton | Apartamento en Clayton
18251300,Casas,Punta Paitilla,7,11,12,2020,12/11/2020," 2,200.00 "," 1,136.36 "," 2,500,000.00 ",6,Casas en Punta Paitilla | SE VENDE O ALQUILA CASA EN PUNTA PAITILLA-2311DM
19449226,Casas,Punta Paitilla,8,30,4,2021,4/30/2021," 2,200.00 "," 1,454.54 "," 3,200,000.00 ",9,Casas en Punta Paitilla | VENTA DE CASA EN PAITILLA
18779154,Casas,Cativa,2,11,2,2021,2/11/2021," 2,150.00 ", 58.13 ," 125,000.00 ",4,Casas en Cativá | APROVECHE REMATE CASA EN ALTOS DE SAN JUDAS COLON
19227287,Apartamentos,San Francisco,3.5,4,4,2021,4/4/2021," 2,150.00 ", 166.51 ," 358,000.00 ",3,Apartamentos en San Francisco | JOY 3REC SAN FRANCISCO VENTA
19391450,Casas,Altos de Golf,6,23,4,2021,4/23/2021," 2,126.00 ", 446.84 ," 950,000.00 ",6,"Casas en Altos de Golf | Vendo Casa en Altos del Golf, CG 212890"
19448313,Casas,Altos de Golf,6,30,4,2021,4/30/2021," 2,126.00 ", 446.84 ," 950,000.00 ",6,Casas en Altos de Golf | Casa en Altos del Golf Venta EP21-2890
19526139,Casas,Altos de Golf,6,10,5,2021,5/10/2021," 2,126.00 ", 446.84 ," 950,000.00 ",6,"Casas en Altos de Golf | Venta de Casa Emblemática, Estructura Moderna en Altos de Golf #21-2890"
19637901,Casas,Altos de Golf,6,24,5,2021,5/24/2021," 2,126.00 ", 446.84 ," 950,000.00 ",6,Casas en Altos de Golf | Casa en Venta en Altos de Golf 21-2890 YD
18233471,Apartamentos,Ciudad de Panama,2,9,12,2020,12/9/2020," 2,050.00 ", 117.07 ," 240,000.00 ",3,Apartamentos en Ciudad de Panamá | Se vende apartamento en Brisamarina Paitilla
19221154,Apartamentos,Tumba Muerto,2,3,4,2021,4/3/2021," 2,016.00 ", 78.37 ," 158,000.00 ",2,Apartamentos en Tumba Muerto | Se vende comodo apartamento en El Bosque DCD21-7740
19168973,Casas,Nuevo Emperador,2,27,3,2021,3/27/2021," 2,012.00 ", 69.58 ," 140,000.00 ",3,Casas en Nuevo Emperador | CASA EN VENTA EN BRISAS DEL GOLF ARRAIJAN 4855MA
18819025,Casas,San Antonio,2,16,2,2021,2/16/2021," 2,010.00 ", 61.19 ," 123,000.00 ",4,Casas en San Antonio | Se vende Hermosa casa en San Antonio
19263353,Apartamentos,Clayton,2,8,4,2021,4/8/2021," 2,010.00 ", 108.45 ," 218,000.00 ",3,Apartamentos en Clayton | Vendo Agradable apartamento en Clayton Park muy fresco ASM21-6870
17215516,Apartamentos,Arraijan,2,22,9,2020,9/22/2020," 2,000.00 ", 125.00 ," 250,000.00 ",2,Apartamentos en Arraiján | Apartato en Tucan Country Club Frente a Panama Pacifico
19601371,Casas,San Carlos,2.5,19,5,2021,5/19/2021," 2,000.00 ", 175.00 ," 350,000.00 ",3,Casas en San Carlos | Vendo casa en Costa Esmeralda 350000
19672600,Casas,San Carlos,3.5,28,5,2021,5/28/2021," 2,000.00 ", 175.00 ," 350,000.00 ",3,Casas en San Carlos | Vendo casa en Costa Esmeralda 350000
18417843,Casas,Pedregal,3,6,1,2021,1/6/2021," 2,000.00 ", 192.50 ," 385,000.00 ",5,Casas en Pedregal | Se Vende dos Terrenos con casa (Titulado)
18938254,Casas,Chitre,4,28,2,2021,2/28/2021," 2,000.00 ", 242.50 ," 485,000.00 ",4,"Casas en Chitre | Chitré, Provincia de Herrera, Urbanización Miramar"
19505349,Casas,Cerro Viento,4.5,7,5,2021,5/7/2021," 1,988.00 ", 90.54 ," 180,000.00 ",4,Casas en Cerro Viento | Casa en venta en Cerro Viento 21-9813 MMC
19669904,Casas,Las Lajas,6,28,5,2021,5/28/2021," 1,976.00 ", 199.89 ," 395,000.00 ",4,Casas en Las Lajas | CASA EN VENTA EN LAS CUMBRES RQM 21-10706
19674066,Casas,Las Cumbres,6,28,5,2021,5/28/2021," 1,976.00 ", 199.89 ," 395,000.00 ",4,Casas en Las Cumbres | Venta de Casa en Las Cumbre SJS 21-10706
18886555,Casas,Dolega,4,24,5,2021,5/24/2021," 1,910.89 ", 94.19 ," 180,000.00 ",7,Casas en Dolega | NUEVA REBAJA 2021 - Venta de hermosa y amplia casa en Chiriquí
19715352,Casas,San Martin,2,3,6,2021,6/3/2021," 1,900.00 ", 39.47 ," 75,000.00 ",4,Casas en San Martín | VENDO DOS CASA POR PRECIO DE 1
18997253,Casas,Ciudad de Panama,2,17,4,2021,4/17/2021," 1,900.00 ", 78.94 ," 150,000.00 ",2,Casas en Ciudad de Panamá | Vendo Residencia en Cerro Azul (El Pinar)
19648220,Casas,Las Lajas,6,25,5,2021,5/25/2021," 1,900.00 ", 226.31 ," 430,000.00 ",4,Casas en Las Lajas | Se vende Casa / Mansion en Las Cumbres
19694881,Casas,Las Tablas,1,1,6,2021,6/1/2021," 1,879.00 ", 53.20 ," 99,981.00 ",3,"Casas en Las Tablas | VENDO CASA EN EL MUÑOZ, LAS TABLAS"
19399392,Casas,El Muñoz,1,25,4,2021,4/25/2021," 1,879.00 ", 53.21 ," 100,000.00 ",3,"Casas en El Muñoz | Se Vende Casa El Muñoz, Las Tablas, NEGOCIABLE"
18997514,Casas,Las Lajas,5,7,3,2021,3/7/2021," 1,876.24 ", 237.17 ," 445,000.00 ",3,Casas en Las Lajas | Super Precio! Vendo Hermosa Casa Grande y Espaciosa con mucha Naturaleza
19547808,Casas,Isla Contadora,7,13,5,2021,5/13/2021," 1,865.00 "," 1,608.57 "," 3,000,000.00 ",6,"Casas en Isla Contadora | Contadora – Casa de 1,865mts2 con Piscina – 3,000,000"
19679371,Casas,Isla Contadora,7,29,5,2021,5/29/2021," 1,865.00 "," 1,608.57 "," 3,000,000.00 ",6,"Casas en Isla Contadora | Contadora – Casa de 1,865mts2 con Piscina – 3,000,000"
19148586,Casas,Iturralde,3,24,3,2021,3/24/2021," 1,856.09 ", 188.56 ," 350,000.00 ",3,Casas en Iturralde | Casa grande y bonita
18445231,Casas,Panama,3,5,1,2021,1/5/2021," 1,850.00 ", 85.94 ," 159,000.00 ",3,Casas en Panamá | Venta casa campestre
16712327,Casas,Ciudad de Panama,2,21,4,2021,4/21/2021," 1,800.00 ", 75.00 ," 135,000.00 ",3,Casas en Ciudad de Panamá | Vendo Preciosa Casa en Altos de Cerro Azul 1800 mts2
15121326,Casas,Las Lajas,5,28,8,2019,8/28/2019," 1,778.00 "," 1,181.10 "," 2,100,000.00 ",4,Casas en Las Lajas | Lujosa Casa de Playa en Comunidad Privada
18246905,Casas,Chame,3.5,10,12,2020,12/10/2020," 1,715.00 ", 804.66 ," 1,380,000.00 ",3,"Casas en Chame | VENDO CASA EN SORA, CHAME"
19586990,Casas,Altos del Maria,5,18,5,2021,5/18/2021," 1,714.00 ", 577.01 ," 989,000.00 ",3,Casas en Altos del María | Casa de Campo en Sora (Altos de Maria ) en Venta EP21-10269
19144395,Apartamentos,Clayton,2.5,24,3,2021,3/24/2021," 1,700.00 ", 273.52 ," 465,000.00 ",3,Apartamentos en Clayton | Courtyard 1 Embassy Club en Clayton
16897624,Apartamentos,Punta Paitilla,4.5,31,8,2020,8/31/2020," 1,700.00 "," 3,735.29 "," 6,350,000.00 ",5,Apartamentos en Punta Paitilla | VENTA DE LUJOSO APARTAMENTO CON AREA SOCIAL Y PISCINA PRIVADA EN PUNTA PAITILLA PANAMA
18436482,Apartamentos,Nata,1,4,1,2021,1/4/2021," 1,680.00 ", 77.38 ," 130,000.00 ",2,Apartamentos en Natá | Se vente propiedad en Natá
19555283,Casas,El Arado,3.5,13,5,2021,5/13/2021," 1,650.00 ", 272.72 ," 450,000.00 ",3,Casas en El Arado | REMATO MANSIÖN EN EL ARADO COUNTRY CLUB
17322184,Casas,Penonome,5,10,4,2021,4/10/2021," 1,630.00 ", 183.43 ," 299,000.00 ",4,Casas en Penonomé | Hermosa propiedad con piscina NEGOCIABLE
18368416,Casas,Las Cumbres,3,27,5,2021,5/27/2021," 1,603.00 ", 193.38 ," 310,000.00 ",4,Casas en Las Cumbres | REMATE Hermosa Casa en Las Cumbres
19441142,Casas,Ciudad de Panama,2,29,4,2021,4/29/2021," 1,600.00 ", 84.37 ," 135,000.00 ",3,Casas en Ciudad de Panamá | Vendo Casa - Cerro Azul
19666931,Casas,Boquete,2,1,6,2021,6/1/2021," 1,600.00 ", 404.37 ," 647,000.00 ",3,"Casas en Boquete | CASA EN BOQUETE A LA VENTA 1,600MTS2"
18644281,Casas,Punta Pacifica,8,18,5,2021,5/18/2021," 1,600.00 "," 2,499.37 "," 3,999,000.00 ",9,Casas en Punta Pacífica | Se vende casa en Gold Point - Punta Pacifica
16867711,Casas,Ancon,4.5,26,8,2020,8/26/2020," 1,596.00 "," 1,018.17 "," 1,625,000.00 ",4,Casas en Ancón | Vendo Casa Senderos de Camino de Cruces
19699064,Casas,Altos de Golf,4.5,1,6,2021,6/1/2021," 1,580.00 ", 930.37 ," 1,470,000.00 ",4,Casas en Altos de Golf | FABULOSA CASA PARA EMBAJADA
19577809,Casas,Cerro Azul,2,17,5,2021,5/17/2021," 1,559.00 ", 64.14 ," 100,000.00 ",1,Casas en Cerro Azul | Se vende cabaña en Cerro Azul -El Pinar de Cerro Azul
19724093,Casas,Ciudad de Panama,6,3,6,2021,6/3/2021," 1,551.00 ", 254.67 ," 395,000.00 ",6,"Casas en Ciudad de Panamá | Casa en venta, en Cocle, 1551 m2"
18293513,Casas,Chitre,6,14,12,2020,12/14/2020," 1,550.00 ", 564.51 ," 875,000.00 ",5,Casas en Chitre | Se vende majestuosa casa en el área más exclusiva de Chitré Marejobo
16524663,Casas,Via Porras,4.5,27,11,2020,11/27/2020," 1,520.00 "," 1,115.13 "," 1,695,000.00 ",3,Casas en Vía Porras | Casa en Venta en Altos del Golf
19298692,Casas,Altos de Golf,6,13,4,2021,4/13/2021," 1,520.00 "," 1,118.42 "," 1,700,000.00 ",4,Casas en Altos de Golf | INCREÍBLE Mansión en Altos del Golf
19643461,Casas,Costa del Este,6,25,5,2021,5/25/2021," 1,507.00 "," 1,327.14 "," 2,000,000.00 ",5,Casas en Costa del Este | MANSION VILLA DEL MAR / COSTA DEL ESTE
19604587,Casas,Albrook,4.5,3,6,2021,6/3/2021," 1,502.68 ", 865.12 ," 1,300,000.00 ",4,Casas en Albrook | Se Vende Hermosa Casa en Camino de Cruces
19669050,Casas,Ancon,5,27,5,2021,5/27/2021," 1,502.00 ", 865.51 ," 1,300,000.00 ",5,"Casas en Ancón | Camino de Cruces. 1502mts 5r 5b lb ac 8est $1,300,000.00neg"
